Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
0.000,Sat2,Targ1,,,,,,
1.000,Sat2,Targ1,,,,,,
2.000,Sat2,Targ1,,,,,,
3.000,Sat2,Targ1,,,,,,
4.000,Sat2,Targ1,,,,,,
5.000,Sat2,Targ1,,,,,,
6.000,Sat2,Targ1,,,,,,
7.000,Sat2,Targ1,,,,,,
8.000,Sat2,Targ1,,,,,,
9.000,Sat2,Targ1,,,,,,
10.000,Sat2,Targ1,,,,,,
11.000,Sat2,Targ1,,,,,,
12.000,Sat2,Targ1,Sat1,0.023,0.033,,,
13.000,Sat2,Targ1,Sat1,-0.022,-0.039,,,
14.000,Sat2,Targ1,Sat1,-0.011,-0.013,,,
15.000,Sat2,Targ1,Sat1,-0.013,-0.001,,,
16.000,Sat2,Targ1,Sat1,-0.016,0.044,,,
17.000,Sat2,Targ1,Sat1,-0.034,-0.004,,,
18.000,Sat2,Targ1,Sat1,0.008,-0.040,,,
19.000,Sat2,Targ1,Sat1,-0.018,0.018,,,
20.000,Sat2,Targ1,Sat1,0.006,-0.018,,,
21.000,Sat2,Targ1,Sat1,0.013,0.017,,,
22.000,Sat2,Targ1,Sat1,-0.009,0.003,,,
23.000,Sat2,Targ1,Sat1,0.011,0.008,,,
24.000,Sat2,Targ1,Sat1,-0.024,-0.018,,,
25.000,Sat2,Targ1,Sat1,-0.023,-0.006,,,
26.000,Sat2,Targ1,Sat1,-0.000,-0.023,,,
27.000,Sat2,Targ1,Sat1,-0.022,-0.014,,,
28.000,Sat2,Targ1,Sat1,-0.006,0.024,,,
29.000,Sat2,Targ1,Sat1,-0.001,0.009,,,
30.000,Sat2,Targ1,Sat1,0.015,0.018,,,
31.000,Sat2,Targ1,Sat1,-0.002,0.016,,,
32.000,Sat2,Targ1,Sat1,-0.019,-0.003,,,
33.000,Sat2,Targ1,Sat1,-0.022,-0.027,,,
34.000,Sat2,Targ1,Sat1,-0.015,0.004,,,
35.000,Sat2,Targ1,Sat1,-0.028,0.013,,,
36.000,Sat2,Targ1,Sat1,-0.013,0.009,Sat1,6.712,6.939
37.000,Sat2,Targ1,Sat1,0.020,0.018,Sat1,6.397,6.503
38.000,Sat2,Targ1,Sat1,-0.017,0.002,Sat1,6.002,6.134
39.000,Sat2,Targ1,Sat1,0.001,0.021,Sat1,5.601,5.691
40.000,Sat2,Targ1,Sat1,-0.021,0.026,Sat1,5.187,5.266
41.000,Sat2,Targ1,Sat1,0.004,0.011,Sat1,4.760,4.830
42.000,Sat2,Targ1,Sat1,-0.010,-0.031,Sat1,4.337,4.424
43.000,Sat2,Targ1,Sat1,-0.035,-0.001,Sat1,3.911,3.939
44.000,Sat2,Targ1,Sat1,0.001,0.021,Sat1,3.471,3.521
45.000,Sat2,Targ1,Sat1,-0.017,0.019,Sat1,3.053,3.046
46.000,Sat2,Targ1,Sat1,0.028,0.028,Sat1,2.617,2.590
47.000,Sat2,Targ1,Sat1,-0.017,0.030,Sat1,2.122,2.163
48.000,Sat2,Targ1,Sat1,-0.017,-0.026,Sat1,1.686,1.700
49.000,Sat2,Targ1,Sat1,0.023,-0.012,Sat1,1.221,1.245
50.000,Sat2,Targ1,Sat1,-0.025,-0.009,Sat1,0.758,0.788
51.000,Sat2,Targ1,Sat1,-0.004,-0.018,Sat1,0.293,0.333
